COD_COLEGIO,COLEGIO,TIPO_COLEGIO,MODACADEMICA
100073,INSTITUTO METROPOLITANO DE BUCARAMANGA SECCIONAL BARRANCABERMEJA,PRV,No oficial
100081,INSTITUTO TECNICO AGRICOLA LUIS MARIA CARVAJAL,OFI,Oficial
100099,COLEGIO SAN JUAN BAUTISTA LA SALLE,OFI,Oficial
100107,CENTRO DE EDUCACION OFICIAL PARA ADULTOS LA ESPERANZA,NOC,No oficial
100115,COLEGIO TECNICO JUVENIL DEL SUR,NOC,No oficial
100123,CORPORACION EDUCATIVA PALMIRA,NOC,No oficial
100131,COLEGIO COMERCIAL EN SISTEMAS LA MERCED,NOC,No oficial
100149,COLEGIO INTEGRADO NUESTRA SEÑORA DEL ROSARIO,PRV,No oficial
100156,COLEGIO TECNICO EN SISTEMAS PUERTO DEL MAR,NOC,No oficial
100164,INSTITUTO EDUCATIVO LUISE,NOC,No oficial
100172,CENTRO DE FORMACION INTEGRAL PARA EL ARTE EL OFICIO Y LA TECNICA COLEGIO PR,NOC,No oficial
100180,INSTITUTO COMPUT NET,NOC,No oficial
100198,COLEGIO SANTO DOMINGO SAVIO,NOC,No oficial
100206,INSTITUTO COLOMBIANO DE EDUCACION TECNICA ICETEC,NOC,No oficial
100214,FUNDACION EDUCATIVA MADRE BUTLER,PRV,No oficial
100222,COLEGIO AGROPECUARIO DE ACARICUARA,OFI,Oficial
100230,CENTRO DE EDUCACION DE ADULTOS COLEGIO JOSE A MORALES,PRV,No oficial
100248,COLEGIO MONTFERRI,NOC,No oficial
100255,COLEGIO REAL CAPITAL,NOC,No oficial
100263,COLEGIO SUPERIOR MODERNO,PRV,No oficial
100271,INSTITUCION EDUCATIVA DISTRITAL SIMON BOLIVAR,NOC,No oficial
100289,INSTITUCION EDUCATIVA MARIA CANO,NOC,No oficial
100297,COLEGIO BOSTON,PRV,No oficial
100305,COLEGIO EDUCACION FORMAL FLEXIBLE SAN MATEO,NOC,No oficial
100313,INSTITUTO AGRICOLA ALVARO ULCUE CHOCUE,OFI,Oficial
100321,COLEGIO CIUDAD DE PIENDAMO,PRV,No oficial
100339,COLEGIO EVANGELICO EBENEZER,PRV,No oficial
100347,INSTITUTO TECNICO AGROPECUARIO COMUNITARIO EL AGUILA,OFI,Oficial
100354,COLEGIO CAMPESTRE AMERICANO,PRV,No oficial
100362,INSTITUCION EDUCATIVA RENACER PAEZ,OFI,Oficial
100370,COLEGIO SANTA ANA,OFI,Oficial
100388,LICEO BELLO HORIZONTE,PRV,No oficial
100396,LICEO PEDAGOGICO NUEVA GENERACION,PRV,No oficial
100404,INSTITUTO COMUNITARIO PARA JOVENES Y ADULTOS CORINTO,PRV,No oficial
100412,COLEGIO INTEGRADO CESAR NEGRET VELASCO,OFI,Oficial
100420,CENTRO DE EDUCACION PARA JOVENES Y ADULTOS NUEVO HORIZONTE,OFI,Oficial
100438,COLEGIO NIÑO JESUS DE PRAGA,PRV,No oficial
100446,INSTITUCION EDUCATIVA ABSALON TORRES CAMACHO,OFI,Oficial
100453,CENTRO DOCENTE PEDRO ANTONIO MOLINA,OFI,Oficial
100461,CENTRO DE ESTUDIOS PARA LOS SISTEMAS DE INFORMACION CESI,PRV,No oficial
100479,COLEGIO SANTA MARIA DE PANCE,PRV,No oficial
100487,LICEO COMERCIAL SAN JUAN BAUTISTA,PRV,No oficial
100495,INSTITUTO TECNOLOGICO DE OCCIDENTE INTECO,NOC,No oficial
100503,COLEGIO ATANASIO GIRARDOT,PRV,No oficial
100511,LICEO PEDAGOGICO SURORIENTAL,PRV,No oficial
100529,COLEGIO JORGE ISAACS,OFI,Oficial
100537,NUEVO GIMNASIO CRISTIANO,PRV,No oficial
100545,COLEGIO LA PIEDAD,PRV,No oficial
100552,COLEGIO TECNICO MARIA ELVINIA,PRV,No oficial
100560,COLEGIO UNIVERSITARIO SANTIAGO DE CALI SATELITE TECNICO INDUSTRIAL,PRV,No oficial
100578,COLEGIO FRAY LUIS APOSTOL,NOC,No oficial
100586,COLEGIO SAN GABRIEL ARCANGEL,PRV,No oficial
100594,CORPORACION EDUCATIVA INSTITUTO JHON DANI,PRV,No oficial
100602,COLEGIO CREAD,PRV,No oficial
100610,COLEGIO LA HERMANDAD,PRV,No oficial
100628,COLEGIO PARROQUIAL SAN PABLO,PRV,No oficial
100636,ACADEMIA COLOMBIANA DE ENSEÑANZA,PRV,No oficial
100644,COLEGIO DE BACHILLERATO TECNICO COMERCIAL HARGADON EL PLACER,PRV,No oficial
100651,CENTRO DOCENTE NUESTRA SEÑORA DE LAS LAJAS,OFI,Oficial
100669,COLEGIO AGROECOLOGICO VILLA DEL ROSARIO,PRV,No oficial
100677,COLEGIO NUEVO HORIZONTE,PRV,No oficial
100685,INSTITUTO MARIA AUXILIADORA,PRV,No oficial
100693,COLEGIO COMERCIAL FERNANDO III,PRV,No oficial
100701,COLEGIO SANTA TERESITA,PRV,No oficial
100719,INSTITUTO TECNICO LATINOAMERICANO,PRV,No oficial
100727,COLEGIO DEL NIÑO JESUS,PRV,No oficial
100735,COLEGIO VIDA NUEVA,PRV,No oficial
100743,COLEGIO VIDA NUEVA,NOC,No oficial
100750,LICEO PRADERA,PRV,No oficial
100768,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL MULTIPROPOSITO,OFI,Oficial
100776,COLEGIO ORDEN Y LIBERTAD,PRV,No oficial
100784,LICEO MANUELA BELTRAN,PRV,No oficial
100792,COLEGIO SAN FELIPE,PRV,No oficial
100800,INSTITUCION EDUCATIVA MARIA ANTONIA RUIZ,OFI,Oficial
100818,COLEGIO MIGUEL A. CAIDEDO,PRV,No oficial
100826,CENTRO EDUCATIVO NUEVO MILENIO,NOC,No oficial
100834,INSTITUTO ACADEMICO PARA LA COMPETITIVIDAD,NOC,No oficial
100842,COLEGIO ECOLOGICO LA COCHA,OFI,Oficial
100859,INSTITUCION EDUCATIVA NUEVA FLORIDA,OFI,Oficial
100867,COLEGIO MUNICIAPL IMBILI CARRETERA,OFI,Oficial
100875,COLEGIO TOMAS ARTURO SANCHEZ,OFI,Oficial
100883,CENTRO DE EDUCACION SAN JUAN DE PASTO,PRV,No oficial
100891,COLEGIO TECNICO COMERCIAL E INDUSTRIAL DIVINO NIÑO,OFI,Oficial
100909,INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DE LOURDES,OFI,Oficial
100917,COLEGIO MICROEMPRESARIAL DE CABUYALES,OFI,Oficial
100925,INSTITUCION EDUCATIVA TANGAREAL,OFI,Oficial
100933,COLEGIO MUNDO DE PRAGA,PRV,No oficial
100941,INSTITUTO TECNICO AGROPECUARIO,OFI,Oficial
100958,INSTITUCION EDUCATIVA COLEGIO AGROPECUARIO LA VEGA,OFI,Oficial
100966,COLEGIO NOCTURNO SANTIAGO ORTIZ GAMEZ,NOC,No oficial
100974,INSTITUTO NOCTURNO JOSE CELESTINO MUTIS,NOC,No oficial
100982,INSTITUTO DE EDUCACION DE ADULTOS COMFAORIENTE,NOC,No oficial
100990,GIMNASIO INGLES,PRV,No oficial
101006,COLEGIO ANDEVIP,PRV,No oficial
101014,INSTITUTO DOCENTE EMMANUEL,PRV,No oficial
101022,COLEGIO DE BACHILLERATO TECNICO COMERCIAL EL DIAMANTE,PRV,No oficial
101030,COLEGIO LOS ROBLES,PRV,No oficial
101048,COLEGIO SAN JOSE CAMPESTRE,PRV,No oficial
101055,COLEGIO CENTRAL,PRV,No oficial
101063,INSTITUTO NACIONAL DE TECNOLOGIA EMPRESARIAL INTE,PRV,No oficial
101071,COLEGIO FRANCISCO ANTONIO ZEA LA TUPIA,OFI,Oficial
101089,COLEGIO NIÑO JESUS DE PRAGA,PRV,No oficial
101097,CENTRO DOCENTE PRIMITIVO CRESPO NEMESIO RODRIGUEZ ESCOBAR,OFI,Oficial
101105,CENTRO DOCENTE PRIMITIVO CRESPO ALFREDO GARRIDO TOBAR,OFI,Oficial
101113,INSTITUTO TECNICO INDUSTRIAL MANUEL ELKIN PATARROYO,PRV,No oficial
101121,COLEGIO BENJAMIN FRANKLIN,PRV,No oficial
101139,CENTRO COLOMBIANO STUDIO SISTEMAS,PRV,No oficial
101147,CENTRO DE EDUCACION DE ADULTOS LA PROVIDENCIA,NOC,No oficial
101154,COLEGIO INTECS,NOC,No oficial
101162,COLEGIO GIMNASIO MODERNO DE LOS SAGRADOS CORAZONES,PRV,No oficial
101170,FORMAR CORPORACION PARA EL DESARROLLO SOCIAL,NOC,No oficial
101188,CORPORACION AUTONOMA DE SAN GIL CORPOSANGIL,PRV,No oficial
101196,SERVICIO EDUCATIVO NACIONAL DE ADULTOS SENDAS,PRV,No oficial
101204,INSTITUTO SEMIPRESENCIAL ALFEREZ REAL,PRV,No oficial
101212,COLEGIO CENTRO DE INSTRUCCION SISTEMATIZADA CEIS,PRV,No oficial
101220,COLEGIO CENTRO DE INSTRUCCION SISTEMATIZADA CEIS,NOC,No oficial
101238,CENTRO DE EDUCACION FORMAL PARA ADULTOS DE SESQUILE,NOC,No oficial
101246,INSTITUTO DE EDUCACION PARA JOVENES Y ADULTOS DE CUNDINAMARCA IDEAC,PRV,No oficial
101253,COLEGIO TECNICO HECTOR JULIO RANGEL QUINTERO,OFI,Oficial
101261,CENTRO DE EDUCACION INTEGRAL JUAN DE LA SALLE,PRV,No oficial
101279,COLEGIO PEDAGOGICO DE COLOMBIA,NOC,No oficial
101287,COLEGIO ADVENTISTA,PRV,No oficial
101295,COLEGIO CENACAP,PRV,No oficial
101303,INSTITUCION EDUCATIVA DEPARTAMENTAL DE BACHILLERATO EN BIENESTAR RURAL MICR,OFI,Oficial
101311,CENTRO DE ESTUDIOS PARA SISTEMAS Y FORMACION CESI,NOC,No oficial
101329,COLEGIO CRISTIANO ANDRES ESCOBAR,PRV,No oficial
101337,INSTITUTO BUENOS AIRES,PRV,No oficial
101345,INSTITUTO CAPACITAR,NOC,No oficial
101352,CORPORACION UNIVERSITARIA DE IBAGUE PROGRAMA AVANCEMOS CORUNIVERSITARIA,PRV,No oficial
101360,CENTRO DE CAPACITACION NACIONAL CECNAL,PRV,No oficial
101378,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,NOC,No oficial
101386,INSTITUCION EDUCATIVA SAN ANTONIO,NOC,No oficial
101394,COLEGIO ATANASIO GIRARDOT,OFI,Oficial
101402,LICEO JAIME ARANGO ROJAS,NOC,No oficial
101410,INSTITUTO COLOMBIANO DE EDUCACION PARA EL TALENTO HUMANO ESPECIALIZADO ICET,PRV,No oficial
101428,COLEGIO DE EDUCACION FORMAL Y NO FORMAL SISTEMATIZADA CODESIS,NOC,No oficial
101436,CENTRO DE EDUCACION DE ADULTOS Y PARTICIPACION COMUNITARIA CEPAC,OFI,Oficial
101444,INSTITUTO JUAN PABLO II,NOC,No oficial
101451,COLEGIO DEPARTAMENTAL DE BACHILLERATO LEON XIII,NOC,No oficial
101469,CENTRO EDUCATIVO AMOR A COLOMBIA,NOC,No oficial
101477,CONCENTRACION EDUCATIVA RAFAEL NUÑEZ,PRV,No oficial
101485,CONCENTRACION EDUCATIVA DE TIERRA BOMBA,OFI,Oficial
101493,COLEGIO CENCOV CIENCIAS Y CULTURA,NOC,No oficial
101501,CONCENTRACION ESCOLAR LA PAZ,OFI,Oficial
101519,INSTITUTO NIÑO JESUS DE PRAGA,PRV,No oficial
101527,INSTITUTO TECNICO PEDRO CASTRO MONSALVO,NOC,No oficial
101535,INSTITUCION EDUCATIVA PAULO VI,NOC,No oficial
101543,INSTITUCION EDUCATIVA LA GAITANA SEDE LOMA LARGA,OFI,Oficial
101550,COLEGIO ATENEO AUTONOMO DE COLOMBIA,PRV,No oficial
101568,COLEGIO LATINOAMERICANO ANDRES BELLO - CLAB,PRV,No oficial
101576,INSTITUTO DE CAPACITACION Y PROMOCION COMUNITARIA INCAP,PRV,No oficial
101584,COLEGIO MIXTO DIEGO LUIS CORDOBA,NOC,No oficial
101592,COLEGIO PARA ADULTOS COMFAMILIAR DE NARIÑO,PRV,No oficial
101600,INSTITUCION EDUCATIVA AGROPECUARIA SALINAS,OFI,Oficial
101618,COLEGIO AURELIO ARTURO,PRV,No oficial
101626,COLEGIO LOS ANDES DE IBAGUE,PRV,No oficial
101634,INSTITUTO DE EDUCACION FORMAL PARA JOVENES Y ADULTOS PREPARATORIA SAN SEBAS,NOC,No oficial
101642,COLEGIO COMFENALCO QUINDIO,NOC,No oficial
101659,COLEGIO DE BACHILLERATO INTEGRAL DEL QUINDIO,PRV,No oficial
101667,COLEGIO DE BACHILLERATO INTEGRAL DEL QUINDIO,PRV,No oficial
101675,INSTITUCION EDUCATIVA INSTITUTO CALARCA,OFI,Oficial
101683,COLEGIO SUPERIOR DE ORIENTE,PRV,No oficial
101691,CENTRO DOCENTE TOMAS CIPRIANO MOSQUERA,PRV,No oficial
101709,CENTRO EDUCATIVO COMFANDI CARTAGO,NOC,No oficial
101717,INSTITUCION EDUCATIVA GABO,OFI,Oficial
101725,COLEGIO CIUDAD DE CARTAGO,OFI,Oficial
101733,INSTITUCION EDUCATIVA MARIA ANALIA ORTIZ  HORMAZA,OFI,Oficial
101741,UNIDAD EDUCATIVA NO. 06 POLICARPA SALAVARRIETA,OFI,Oficial
101758,CENTRO DOCENTE JUAN DE AMPUDIA,OFI,Oficial
101766,INSTITUCION EDUCATIVA PAN DE AZUCAR,OFI,Oficial
101774,COLEGIO RAFAEL J. MEJIA,OFI,Oficial
101782,SEMINARIO MENOR MONSEÑOR MIGUEL ANGEL BUILES,PRV,No oficial
101790,INSTITUCION EDUCATIVA PRIMITIVO LEAL - LA DOCTORA,OFI,Oficial
101808,COLEGIO VIDA Y PAZ,PRV,No oficial
101816,COLEGIO ALTOS DEL PRADO,PRV,No oficial
101824,INSTITUCION EDUCATIVA RICARDO URIBE ESCOBAR,OFI,Oficial
101832,COLEGIO GIMNASIO LOS PINARES,PRV,No oficial
101840,INSTITUCION EDUCATIVA FE Y ALEGRIA EL LIMONAR,OFI,Oficial
101857,COLEGIO HERACLIO MENA PADILLA,OFI,Oficial
101865,COLEGIO GABRIEL RESTREPO MORENO,OFI,Oficial
101873,COLEGIO MONSEÑOR ESCOBAR VELEZ,OFI,Oficial
101881,COLEGIO FE Y ALEGRIA ABRAHAM REYES,OFI,Oficial
101899,COLEGIO EMPRESARIAL EDUCATIVO CEMPED,PRV,No oficial
101907,INSTITUTO CORFERRINI,PRV,No oficial
101915,COLEGIO DE BACHILLERATO COLEGIATURA COLOMBIANA,PRV,No oficial
101923,"COLEGIO DE EDUCACION INTEGRAL PARA NIÑOS, JOVENES Y ADULTOS EVART LTDA",PRV,No oficial
101931,COLEGIO RAMON MUNERA LOPERA,OFI,Oficial
101949,COLEGIO MARCO FIDEL SUAREZ,OFI,Oficial
101956,COLEGIO SANTA LEONÍ AVIAT,PRV,No oficial
101964,COLEGIO SAN ANTONIO DE PEREIRA,PRV,No oficial
101972,INSTITUCION EDUCATIVA LA UNION,OFI,Oficial
101980,COLEGIO SAN FERNANDO,PRV,No oficial
101998,COLEGIO LA CANDELARIA,OFI,Oficial
102004,INSTITUCION EDUCATIVA LUIS EDUARDO ARIAS REINEL,OFI,Oficial
102012,COLEGIO UNIVERSIDAD COOPERATIVA DE COLOMBIA,NOC,No oficial
102020,COLEGIO VIDA Y PAZ,PRV,No oficial
102038,COLEGIO TECNICO DISTRITAL DE REBOLO,OFI,Oficial
102046,COLEGIO NUESTRA SEÑORA DEL PILAR,NOC,No oficial
102053,LICEO MODERNO MIGUEL ANGEL ASTURIAS,PRV,No oficial
102061,CENTRO EDUCATIVO SUPERIOR SAN DIEGO,PRV,No oficial
102079,INSTITUCION EDUCATIVA TECNICA DE SANTO TOMAS,OFI,Oficial
102087,CENTRO EDUCATIVO INTEGRAL NOCTURNO PARA ADULTOS,NOC,No oficial
102095,INSTITUCION DE EDUCACION BASICA NO. 2  ALBERTO PUMAREJO,OFI,Oficial
102103,INSTITUCION EDUCATIVA MARGARITA ROSA,PRV,No oficial
102111,CENTRO EDUCATIVO INTEGRAL DE ADULTOS DE SOLEDAD,NOC,No oficial
102129,INSTITUCION EDUCATIVA TECNICA MANUELA BELTRAN,OFI,Oficial
102137,COLEGIO DISTRITAL CAMILO TORRES TENORIO,OFI,Oficial
102145,COLEGIO GUILLERMO CAREY,PRV,No oficial
102152,COLEGIO DIVINO CORAZON,PRV,No oficial
102160,CENTRO EDUCATIVO CRISTIANO FUENTE DE LUZ,NOC,No oficial
102178,CENTRO DE EDUCACION Y REHABILITACION DE LA AUDICION Y EL LENGUAGE CERAL,PRV,No oficial
102186,CENTRO DE EDUCACION BASICA NO. 71,NOC,No oficial
102194,CENTRO DE FORMACION HUMANISTICO  MATEMATICO ALBERT EINSTEIN,PRV,No oficial
102202,COLEGIO 20 DE JULIO CENTRAL,PRV,No oficial
102210,COLEGIO NAZARETH LUCERO,PRV,No oficial
102228,COLEGIO FRANCISCO DE QUEVEDO,PRV,No oficial
102236,CENTRO DE EDUCACION DE ADULTOS TERCER MILENIO,NOC,No oficial
102244,LICEO MIXTO SAN JOSE,PRV,No oficial
102251,CENTRO EDUCATIVO SAN BERNARDO,PRV,No oficial
102269,GIMNASIO COLOMBO REPUBLICANO,PRV,No oficial
102277,FUNDACION EDUCATIVA INSTITUTO ECOLOGICO BARBACOAS,PRV,No oficial
102285,INSTITUCION EDUCATIVA OLGA GONZALEZ ARRAUT,OFI,Oficial
102293,INSTITUCION EDUCATIVA SOLEDAD ROMAN DE NUÑEZ,OFI,Oficial
102301,COLEGIO DE BACHILLERATO ANTONIO NARIÑO,NOC,No oficial
102319,CONCENTRACION EDUCATIVA FULGENCIO LEQUERICA VELEZ,OFI,Oficial
102327,INSTITUCION EDUCATIVA  LUIS VILLEFAÑE PAREJA DE MARTIN ALONSO,OFI,Oficial
102335,INSTITUTO JUAN JACOBO ROUSSEAU NO. 2,PRV,No oficial
102343,INSTITUTO INTEGRAL NUEVA COLOMBIA,PRV,No oficial
102350,COLEGIO DEPARTAMENTAL DE BACHILLERATO MANUEL ATENCIA ORDOÑEZ,OFI,Oficial
102368,CONCENTRACION EDUCATIVA DE GALINDO,OFI,Oficial
102376,CONCENTRACION EDUCATIVA RURAL MIXTA DE TALAIGUA VIEJO,OFI,Oficial
102384,INSTITUCION EDUCATIVA LA FLORESTA,OFI,Oficial
102392,GIMNASIO MODERNO MONTECATINI,PRV,No oficial
102400,INSTITUCION EDUCATIVA AGROPECUARIA LA BUENA ESPERANZA,OFI,Oficial
102418,CENTRO EDUCATIVO DE TURBACO CETUR,NOC,No oficial
102426,INSTITUCION EDUCATIVA DISTRITAL EL PORVENIR,OFI,Oficial
102434,INSTITUCION EDUCATIVA DISTRITAL EL PORVENIR,OFI,Oficial
102442,CENTRO EDUCATIVO DISTRITAL ARGELIA ASOCIACION ALIANZA EDUCATIVA,OFI,Oficial
102459,CENTRO EDUCATIVO DISTRITAL JUANA ESCOBAR,OFI,Oficial
102467,CENTRO EDUCATIVO DISTRITAL EL JAPON,NOC,No oficial
102475,COLEGIO GIMNASIO LA SALETTE,PRV,No oficial
102483,CENTRO EDUCATIVO DISTRITAL JAIME HERNANDO GARZON FORERO,PRV,No oficial
102491,CENTRO EDUCATIVO DISTRITAL EL JAPON,OFI,Oficial
102509,COLEGIO TECNICO MUNICIPAL FRANCISCO DE PAULA SANTANDER,OFI,Oficial
102517,COLEGIO DE EDUCACION BASICA Y MEDIA TECNICA NUESTRA SEÑORA DE LA O,OFI,Oficial
102525,INSTITUCION EDUCATIVA CASILDA ZAFRA,OFI,Oficial
102533,CENTRO EDUCATIVO DISTRITAL MONTEBELLO,OFI,Oficial
102541,INSTITUCION EDUCATIVA DISTRITAL FRANCISCO DE PAULA SANTANDER,OFI,Oficial
102558,CENTRO EDUCATIVO DISTRITAL DIANA TURBAY,OFI,Oficial
102566,INSTITUCION EDUCATIVA GENERAL SANTANDER,OFI,Oficial
102574,CENTRO EDUCATIVO DISTRITAL LA GIRALDA,OFI,Oficial
102582,INSTITUCION EDUCATIVA DISTRITAL AULAS COLOMBIANAS EL CONSUELO,NOC,No oficial
102590,COLEGIO R.R. OBLATAS AL DIVINO AMOR,PRV,No oficial
102608,CENTRO EDUCATIVO DISTRITAL JUANA ESCOBAR,OFI,Oficial
102616,COLEGIO REAL DE BOGOTA,PRV,No oficial
102624,INSTITUCION EDUCATIVA DISTRITAL SAN BERNARDINO,OFI,Oficial
102632,COLEGIO AGUSTINIANO CIUDAD SALITRE,PRV,No oficial
102640,INSTITUTO PSICOPEDAGOGICO EL TESORO DE LA VERDAD,PRV,No oficial
102657,CENTRO EDUCATIVO DISTRITAL MIRAVALLES,OFI,Oficial
102665,CENTRO EDUCATIVO DISTRITAL CAFAM SANTA LUCIA,OFI,Oficial
102673,CENTRO EDUCATIVO DISTRITAL NUEVO SAN ANDRES DE LOS ALTOS,OFI,Oficial
102681,CENTRO EDUCATIVO DISTRITAL NUEVO SAN ANDRES DE LOS ALTOS,OFI,Oficial
102699,CENTRO EDUCATIVO DISTRITAL JUAN REY SAN CAYETANO,OFI,Oficial
102707,COLEGIO LUTERANO SAN LUCAS,PRV,No oficial
102715,INSTITUTO TOMAS DE IRIARTE,PRV,No oficial
102723,LICEO CHICO CAMPESTRE,PRV,No oficial
102731,CENTRO EDUCATIVO DISTRITAL VEINTE DE JULIO,OFI,Oficial
102749,INSTITUCION EDUCATIVA DISTRITAL MONTEBLANCO,OFI,Oficial
102756,GIMNASIO FAUSTINA KOWALSKA,PRV,No oficial
102764,COLEGIO MAYOR PRIMEROS MAESTROS,PRV,No oficial
102772,INSTITUCION EDUCATIVA DEPARTAMENTAL VENECIA,NOC,No oficial
102780,COLEGIO CRISTIANO RENACER,PRV,No oficial
102798,LICEO ECOLOGICO DEL NORTE,PRV,No oficial
102806,INSTITUCION EDUCATIVA  DISTRITAL JOSE ACEVEDO Y GOMEZ,OFI,Oficial
102814,INSTITUCION EDUCATIVA DISTRITAL SAN BERNARDINO,OFI,Oficial
102822,COLEGIO TECNOLOGICO DE SUBA,PRV,No oficial
102830,COLEGIO GIOVANNI PASCOLI,PRV,No oficial
102848,INSTITUTO EXPERIMENTAL DE ENSEÑANZA PRACTICA,PRV,No oficial
102855,POLITECNICO LA SALLE,NOC,No oficial
102863,CENTRO EDUCATIVO DISTRITAL FLORENTINO GONZALEZ,OFI,Oficial
102871,COLEGIO SANTA CATALINA DEL SURORIENTE,PRV,No oficial
102889,COLEGIO ASFAMILIAS,PRV,No oficial
102897,GIMNASIO MAKARENKO,PRV,No oficial
102905,COLEGIO CRUZADA SOCIAL,PRV,No oficial
102913,COLEGIO ANDEVIP,PRV,No oficial
102921,COLEGIO FE Y ALEGRIA EL PARAISO,OFI,Oficial
102939,COLEGIO PERPETUO SOCORRO,OFI,Oficial
102947,INSTITUCION EDUCATIVA AGROECOLOGICO CAMILO TORRES,OFI,Oficial
102954,COLEGIO RUFINO QUICHOYA,OFI,Oficial
102962,INSTITUTO FRANCISCO DE ASIS,PRV,No oficial
102970,INSTITUCION EDUCATIVA DE FORMACION ENTEGRAL MARDEN ARNULFO BETANCUR ZONA BA,OFI,Oficial
102988,INSTITUTO METROPOLITANO MARIA OCCIDENTE,OFI,Oficial
102996,COLEGIO AGROPECUARIO PALO BLANCO,OFI,Oficial
103002,COLEGIO NUEVA VISION DE HONDURAS,OFI,Oficial
103010,COLEGIO COLONIA ESCOLAR DE COCONUCO,OFI,Oficial
103028,INSTITUCION EDUCATIVA ETNOEDUCATIVA  DE TOEZ,OFI,Oficial
103036,COLEGIO GUSTAVO VALLECILLA,NOC,No oficial
103044,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS,OFI,Oficial
103051,INSTITUCION EDUCATIVA SAN PEDRO CLAVER,OFI,Oficial
103069,COLEGIO DEPARTAMENTAL ANA JOSEFA MORALES,OFI,Oficial
103077,COLEGIO SAN JOSE DE ALTAMIRA,OFI,Oficial
103085,COLEGIO INTEGRADO CESAR  NEGRET VELASCO,OFI,Oficial
103093,INSTITUCION EDUCATIVA TECNICO MARISCAL SUCRE,OFI,Oficial
103101,INSTITUCION EDUCATIVA AGRICOLA CAMILO TORRES,OFI,Oficial
103119,COLEGIO TECNICO INDUSTRIAL MILCIADES CANTILLO COSTA,OFI,Oficial
103127,COLEGIO TECNICO INDUSTRIAL MILCIADES CANTILLO COSTA,OFI,Oficial
103135,COLEGIO TECNICO NUEVO GIMNASIO,PRV,No oficial
103143,ESCUELA DEMOSTRATIVA EL CAÑITO DE LOS SABALOS,OFI,Oficial
103150,COLEGIO MIXTO CRISTOBAL COLON,OFI,Oficial
103168,COLEGIO OBDULIO MAYO SCARPETA,OFI,Oficial
103176,COLEGIO DEPARTAMENTAL DE BACHILLERATO SAN FRANCISCO DEL RAYO,OFI,Oficial
103184,CONCENTRACION EDUCATIVA DEL SUR DE MONTELIBANO CESUM,OFI,Oficial
103192,COLEGIO VILLA MARGARITA,OFI,Oficial
103200,COLEGIO ANDAKI,PRV,No oficial
103218,INSTITUCION EDUCATIVA JOSE ANTONIO GALAN,OFI,Oficial
103226,COLEGIO ALFONSO BUILES CORREA,OFI,Oficial
103234,INSTITUCION EDUCATIVA SANTA LUCIA,OFI,Oficial
103242,INSTITUCION EDUCATIVA TECNICO AGROPECUARIO DORIBEL TARRA,OFI,Oficial
103259,INSTITUCION EDUCATIVA MADRE DE DIOS,OFI,Oficial
103267,COLEGIO COLOMBO BRITANICO,PRV,No oficial
103275,INSTITUTO PENTECOSTAL NO. 2  NUEVA JERUSALEN,PRV,No oficial
103283,COLEGIO EL DIVINO NIÑO,PRV,No oficial
103291,CENTRO EDUCATIVO DISTRITAL RODRIGO DE BASTIDAS,OFI,Oficial
103309,LICEO MIXTO JESUS DE LA BUENA ESPERANZA,PRV,No oficial
103317,INSTITUCION EDUCATIVA TERCERA MIXTA,OFI,Oficial
103325,INSTITUTO MIXTO CORAZON DE MARIA,PRV,No oficial
103333,INSTITUCION EDUCATIVA DE LEJANIAS,NOC,No oficial
103341,COLEGIO SAN IGNACIO DE LOYOLA,PRV,No oficial
103358,COLEGIO ADVENTISTA DE VILLAVICENCIO,PRV,No oficial
103366,INSTITUCION EDUCATIVA EL LIMONAR,OFI,Oficial
103374,INSTITUCION EDUCATIVA EL PARAISO,OFI,Oficial
103382,COLEGIO COMUNAL NOCTURNO NICOLAS MEDRANO,NOC,No oficial
103390,COLEGIO DEPARTAMENTAL JUAN JOSE NEIRA,NOC,No oficial
103408,ESCUELA DE DIRECCION ACADEMICA,PRV,No oficial
103416,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNOLOGICO DE MADRID,OFI,Oficial
103424,COLEGIO COLOMBO IRLANDES,PRV,No oficial
103432,COLEGIO EXTERNADO ANGLOCOLOMBIANO,PRV,No oficial
103440,CORPORACION AMERICANA DE ESTUDIOS,NOC,No oficial
103457,GIMNASIO CAMPESTRE DE SABIDURIA,PRV,No oficial
103465,GIMNASIO VIRTUAL SAN FRANCISCO JAVIER,PRV,No oficial
103473,COLEGIO GIMNASIO MODERNO,PRV,No oficial
103481,COLEGIO ABRAHAM MASLOW,PRV,No oficial
103499,COLEGIO DEPARTAMENTAL MANUEL HUMBERTO CARDENAS VELEZ,OFI,Oficial
103507,CENTRO DE EDUCACION DE ADULTOS FE COMUNITARIA,OFI,Oficial
103515,COLEGIO AGROECOLOGICO FRANCISCO EUGENIO MOSQUERA,OFI,Oficial
103523,FUNDACION PARA EL DESARROLLO EDUCATIVO Y LABORAL FUDEL,PRV,No oficial
103531,COLEGIO PENIEL,PRV,No oficial
103549,COLEGIO GENERAL SANTANDER,OFI,Oficial
103556,COLEGIO BOSTON,PRV,No oficial
103564,LICEO GENERAL SERVIEZ,OFI,Oficial
