CODIGO_INTERNO,COD_DEPTO_PROCEDENCIA,COD_MUN_PROCEDENCIA,COD_DEPTO_RESIDENCIA,COD_MUN_RESIDENCIA,ESTRATO,COD_COLEGIO,MODACADEMICA,ANO_TERMINACION_COLEGIO,PBM_CALCULADO,PBM_COLEGIO,PBM_ASIGNADO,PUNTAJE_ADMISION,CONVOCATORIA,APERTURA,COD_ACCESO,COD_SUBACCESO,NODO_INICIO,COD_PLAN,HIST_ACADEMICA
642409,11,1,11,1,3,062919,No oficial,2024,,,,"676,127",2025-2S,2025-2S,1,1,2,2540,4898
642412,11,1,11,1,3,027375,Oficial,2024,,,,"624,028",2025-2S,2025-2S,1,1,2,2540,4899
642721,11,1,11,1,3,108548,No oficial,2024,,,,"727,803",2025-2S,2025-2S,1,1,2,2552,6192
642723,11,1,11,1,3,098681,No oficial,2024,,,,"935,756",2025-2S,2025-2S,1,1,2,2552,6193
643050,11,1,11,1,2,098624,Oficial,2023,,,,"624,132",2025-2S,2025-2S,1,24,2,2540,4918
643245,11,1,11,1,2,034892,Oficial,2024,,,,"736,127",2025-2S,2025-2S,1,1,2,2552,6213
643250,11,1,11,1,3,021584,No oficial,2023,,,,"672,283",2025-2S,2025-2S,1,1,2,2540,4928
643254,11,1,11,1,3,024158,Oficial,2023,,,,"782,285",2025-2S,2025-2S,1,1,2,2552,6214
643257,11,1,11,1,3,599548,No oficial,2022,,,,"655,053",2025-2S,2025-2S,1,1,2,2540,4929
642749,11,1,11,1,3,098871,No oficial,2024,,,,"619,728",2025-2S,2025-2S,1,1,2,2540,4910
642751,11,1,11,1,3,098681,No oficial,2024,,,,"812,94",2025-2S,2025-2S,1,1,2,2552,6194
643058,11,1,11,1,4,029231,No oficial,2024,,,,"731,253",2025-2S,2025-2S,1,1,2,2552,6209
643074,11,1,11,1,2,038695,Oficial,2024,,,,"629,122",2025-2S,2025-2S,1,1,2,2540,4919
642126,11,1,11,1,4,019794,No oficial,2024,,,,"752,352",2025-2S,2025-2S,1,1,2,2552,6171
642128,11,1,11,1,4,024059,No oficial,2024,,,,"744,231",2025-2S,2025-2S,1,1,2,2552,6172
642440,11,1,11,1,2,067025,Oficial,2024,,,,"742,306",2025-2S,2025-2S,1,1,2,2552,6180
642453,11,1,11,1,2,107235,Oficial,2021,,,,"614,432",2025-2S,2025-2S,1,1,2,2540,4900
642455,11,1,11,1,4,063438,No oficial,2022,,,,"755,815",2025-2S,2025-2S,1,1,2,2552,6182
642777,11,1,11,1,3,026294,No oficial,2023,,,,"729,887",2025-2S,2025-2S,1,1,2,2552,6195
643083,11,1,11,1,3,166348,No oficial,2023,,,,"664,336",2025-2S,2025-2S,1,1,2,2540,4920
643291,11,1,11,1,2,127266,Oficial,2022,,,,"618,581",2025-2S,2025-2S,1,1,2,2540,4930
642466,11,1,11,1,2,039800,Oficial,2024,,,,"636,787",2025-2S,2025-2S,1,1,2,2540,4901
642476,11,1,11,1,3,023895,No oficial,2024,,,,"731,748",2025-2S,2025-2S,1,1,2,2552,6183
642795,11,1,11,1,3,023747,No oficial,2020,,,,"600,747",2025-2S,2025-2S,1,1,2,2540,4911
642796,11,1,11,1,2,153288,No oficial,2019,,,,"607,459",2025-2S,2025-2S,1,24,2,2540,4912
643103,11,1,11,1,2,041889,No oficial,2019,,,,"606,222",2025-2S,2025-2S,1,1,2,2540,4921
643111,11,1,11,1,4,007112,Oficial,1995,,,,"726,908",2025-2S,2025-2S,1,1,2,2552,6210
643306,11,1,11,1,2,020602,No oficial,2024,,,,"668,089",2025-2S,2025-2S,1,1,2,2540,4931
643313,11,1,11,1,2,142125,No oficial,2024,,,,"698,45",2025-2S,2025-2S,1,1,2,2540,4932
611359,11,105,11,105,1,099069,Oficial,2022,3,,,"466,866",2023-1S,2023-1S,1,26,4,2552,5593
370893,5,1,13,1,1,004242,No oficial,2011,36,61,,"760,64",2014-1S,2014-1S,1,1,2,2552,2973
401353,13,1,13,1,3,076497,No oficial,2013,31,,,"706,09",2015-1S,2015-1S,1,1,2,2540,2052
421298,13,1,13,1,No Informa,019307,Oficial,2015,,,,"653,15",2018-1S,2018-1S,1,1,2,2540,2775
417012,13,1,13,1,3,096537,No oficial,2014,57,69,,"755,78",2015-1S,2015-1S,1,1,2,2552,3326
465327,13,1,13,1,3,067652,No oficial,2009,37,,,"694,14",2016-1S,2016-1S,1,1,4,3534,711
562202,25,491,13,1,3,034900,No oficial,2018,38,57,,,2020-1S,2022-1S,3,1,2,2540,3858
578197,13,1,13,1,No Informa,113589,No oficial,2020,100,,,"811,93",2021-1S,2021-1S,1,1,2,2552,4935
576303,13,1,13,1,No Informa,999993,No oficial,2020,100,,,"668,78",2021-1S,2021-1S,1,1,4,3534,852
576825,13,1,13,1,No Informa,027102,No oficial,2020,100,,,"729,49",2021-1S,2021-1S,1,1,2,3534,922
620459,13,1,13,1,3,096537,No oficial,2023,63,66,,"727,071",2024-1S,2024-1S,1,1,4,3534,1596
616496,13,1,13,1,2,004242,No oficial,2022,,,,"724,895",2023-2S,2023-2S,1,1,2,3534,1494
399842,13,52,13,52,2,113548,No oficial,2015,15,,,"726,99",2016-1S,2016-1S,1,4,2,2552,3618
637068,13,244,13,244,1,142075,Oficial,2024,,,,"721,952",2025-1S,2025-1S,1,1,2,3534,1754
402089,13,430,13,430,No Informa,102392,No oficial,2015,,,,"768,28",2016-1S,2016-1S,1,4,12,2552,3544
598512,13,430,13,430,1,102392,No oficial,2021,,,,"604,249",2022-2S,2022-2S,1,1,4,3534,1161
379668,13,688,13,688,2,035501,Oficial,2013,9,,,"620,33",2014-2S,2014-2S,1,21,12,2552,3208
389943,13,688,13,688,No Informa,137869,Oficial,2014,,,,"624,03",2015-1S,2015-1S,1,21,2,2540,2128
370316,15,1,15,1,No Informa,116236,No oficial,2013,,,,"806,62",2014-1S,2014-1S,1,1,2,2552,3068
398138,15,1,15,1,4,133934,No oficial,2013,48,,,"757,2",2014-1S,2014-1S,1,1,2,2552,3027
393188,15,1,15,1,3,045450,Oficial,2019,8,,,"718,49",2014-2S,2014-2S,1,1,11,2540,1959
394979,15,1,15,1,No Informa,040428,No oficial,2013,,,,"733,16",2014-1S,2014-1S,1,1,2,2540,1905
392144,15,1,15,1,2,004762,No oficial,2013,32,45,,"788,3",2014-1S,2014-1S,1,1,2,2552,3042
398324,15,1,15,1,3,004788,No oficial,2022,53,,,"759,58",2016-1S,2016-1S,1,1,2,2552,3504
401455,15,1,15,1,4,096578,No oficial,2015,48,,,"965,77",2016-1S,2016-1S,1,5,2,2552,3603
405082,15,1,15,1,4,096578,No oficial,2015,59,,,"683,69",2016-1S,2016-1S,1,1,2,2540,2306
517332,15,1,15,1,No Informa,004788,No oficial,2015,,,,"644,23",2016-2S,2016-2S,1,1,12,2540,2445
408782,15,1,15,1,2,037630,Oficial,2022,100,,,"636,81",2015-2S,2016-2S,1,1,3,2540,2209
408477,15,1,15,1,4,096578,No oficial,2016,46,,,"792,95",2017-1S,2017-1S,1,1,2,2552,3911
406432,15,1,15,1,No Informa,004812,Oficial,2015,,,,"684,39",2017-1S,2017-1S,1,1,2,2540,2541
421449,15,1,15,1,No Informa,004838,Oficial,2016,,,,"646,19",2018-1S,2018-1S,1,1,2,2540,2815
422383,15,1,15,1,No Informa,153072,No oficial,2017,,,,"641,93",2018-1S,2018-1S,1,1,12,2540,2847
417005,15,1,15,1,4,096578,No oficial,2014,59,,,"759,39",2016-1S,2016-1S,1,1,2,2552,3559
415863,15,1,15,1,No Informa,004754,Oficial,2017,,,,"678,15",2018-1S,2018-1S,1,1,12,2540,2723
396159,15,1,15,1,3,004754,Oficial,2013,23,,,"665,92",2014-2S,2014-2S,1,1,2,2540,1989
399941,15,1,15,1,4,096578,No oficial,2015,53,,,"807,4",2016-1S,2016-1S,1,5,2,2552,3614
601258,15,1,15,1,5,137794,No oficial,2021,,,,"714,344",2022-2S,2022-2S,1,1,2,2552,5365
628802,15,1,15,1,3,004754,Oficial,2023,34,,,"745,347",2024-2S,2024-2S,1,1,2,2552,5945
644191,15,1,15,1,5,193888,No oficial,2025,,,,"866,266",2025-2S,2025-2S,1,1,2,2552,6275
397852,15,97,15,97,No Informa,004895,Oficial,2015,,,,"613,44",2016-1S,2016-1S,1,4,2,2540,2343
372452,15,176,15,104,3,035147,No oficial,2013,24,,,"779,55",2014-1S,2014-1S,1,1,2,2552,3049
392978,15,109,15,109,1,047274,Oficial,2013,3,,,"802,04",2014-2S,2014-2S,1,1,11,2552,3174
643584,15,109,15,109,3,047274,Oficial,2023,,,,"729,272",2025-2S,2025-2S,1,1,2,2552,6224
401592,15,176,15,176,1,004994,No oficial,2013,16,,,,2014-1S,2017-2S,3,1,2,2552,4054
408357,15,176,15,176,2,999993,No oficial,2013,24,,,"752,45",2014-1S,2014-1S,1,1,2,2552,3071
409812,15,176,15,176,2,064139,Oficial,2014,7,,,"757,24",2016-1S,2016-1S,1,1,2,2552,3565
407896,15,176,15,176,No Informa,004994,No oficial,2016,,,,"656,87",2017-1S,2017-1S,1,1,2,2540,2485
404516,15,176,15,176,2,035147,No oficial,2012,24,,,"736,32",2014-2S,2014-2S,1,1,11,2552,3152
591809,15,1,15,176,2,004960,Oficial,2019,22,,,"592,53",2022-1S,2022-1S,1,1,2,2540,3806
621206,15,176,15,176,2,004960,Oficial,2023,26,,,"891,325",2024-1S,2024-1S,1,1,2,2552,5765
614034,15,176,15,176,2,004960,Oficial,2017,,,,"767,792",2023-2S,2023-2S,1,1,2,2552,5703
643578,15,176,15,176,1,004994,No oficial,2024,,,,"759,08",2025-2S,2025-2S,1,1,2,2552,6223
643603,15,176,15,176,2,004960,Oficial,2024,,,,"774,28",2025-2S,2025-2S,1,1,2,2552,6226
643632,15,176,15,176,2,004960,Oficial,2024,,,,"726,688",2025-2S,2025-2S,1,24,2,2552,6229
625762,15,223,15,223,No Estratificado,040436,Oficial,2023,,,,"490,695",2024-1S,2024-1S,1,33,4,2540,4404
406313,15,224,15,224,2,004812,Oficial,2022,100,,,"657,28",2014-2S,2014-2S,1,1,2,2540,1948
392803,15,238,15,238,3,064170,No oficial,2013,30,38,,"623,29",2014-2S,2014-2S,1,1,12,2540,2010
394878,15,238,15,238,2,064170,No oficial,2010,29,39,,"736,17",2014-2S,2014-2S,1,1,4,2552,3122
391893,15,238,15,238,2,005108,No oficial,2013,43,,,"743,04",2014-2S,2014-2S,1,1,2,2552,3177
395588,15,238,15,238,2,086199,No oficial,2013,16,,,"793,684",2023-1S,2023-1S,1,1,2,2552,5508
367903,15,238,15,238,2,005082,Oficial,2013,6,,,726,2014-2S,2014-2S,1,1,2,2552,3165
408924,15,238,15,238,3,005108,No oficial,2014,20,,,"666,3",2015-1S,2015-1S,1,1,12,2540,2061
403095,15,238,15,238,2,032078,Oficial,2014,7,,,"771,03",2016-2S,2016-2S,1,1,2,2552,3694
414562,15,238,15,238,3,005082,Oficial,2013,17,,,"729,08",2014-2S,2014-2S,1,1,12,2552,3203
422604,15,238,15,238,1,024760,Oficial,2017,3,,,"631,02",2018-1S,2018-1S,1,1,12,2540,2865
421328,15,238,15,238,No Informa,057133,No oficial,2017,,,,"644,13",2018-1S,2018-1S,1,1,2,2540,2816
394879,15,238,15,238,2,005140,Oficial,2010,23,,,"675,15",2014-2S,2014-2S,1,1,11,2540,1927
398009,15,238,15,238,3,030858,Oficial,2015,14,,,"650,2",2016-1S,2016-1S,1,1,2,2540,2273
402609,15,238,15,238,1,057133,No oficial,2012,21,39,,"639,98",2016-2S,2016-2S,1,1,12,2540,2413
413238,15,238,15,238,No Informa,024760,Oficial,2014,,,,"702,56",2017-1S,2017-1S,1,1,2,2540,2469
542430,15,238,15,238,3,005082,Oficial,2018,22,,,"661,85",2019-1S,2019-1S,1,1,12,2540,3133
607551,15,238,15,238,1,111138,No oficial,2019,36,,,"629,197",2023-1S,2023-1S,1,1,11,2540,3990
610430,15,238,15,238,3,173807,No oficial,2022,,,,"753,206",2023-1S,2023-1S,1,1,2,2552,5564
629557,15,238,15,238,2,173807,No oficial,2022,,,,"623,926",2024-2S,2024-2S,1,1,2,2540,4685
644141,15,238,15,238,3,005108,No oficial,2025,,,,"786,147",2025-2S,2025-2S,1,1,2,2552,6270
644161,15,238,15,238,2,064170,No oficial,2020,,,,"795,099",2025-2S,2025-2S,1,1,2,2552,6273
644189,15,238,15,238,2,133108,Oficial,2024,,,,"812,586",2025-2S,2025-2S,1,1,2,2552,6274
644209,15,238,15,238,2,005090,No oficial,2023,,,,"737,186",2025-2S,2025-2S,1,1,2,2552,6277
644222,15,238,15,238,2,005090,No oficial,2018,,,,"617,617",2025-2S,2025-2S,1,1,2,2540,4975
640942,15,238,15,238,2,096644,No oficial,2023,,,,"598,431",2025-2S,2025-2S,1,1,2,3534,1871
421310,15,244,15,244,No Informa,005157,Oficial,2017,,,,"561,5",2018-1S,2018-1S,1,4,4,2540,2900
636601,15,299,15,299,2,005173,Oficial,2024,,,,"708,794",2025-1S,2025-1S,1,1,2,3534,1723
612256,15,407,15,407,2,608414,No oficial,2022,,,,"698,975",2023-2S,2023-2S,1,1,2,2540,4088
387433,15,469,15,469,No Informa,154831,No oficial,2014,,,,"662,14",2015-1S,2015-1S,1,1,2,2540,2069
400512,15,469,15,469,3,035147,No oficial,2013,26,,,"778,34",2014-2S,2014-2S,1,1,11,2552,3184
625208,15,476,15,476,1,004754,Oficial,2022,,,,"619,106",2024-1S,2024-1S,1,1,12,2540,4328
372199,15,514,15,514,2,033159,Oficial,2013,10,,,"840,62",2015-1S,2015-1S,1,1,2,2552,3263
517181,15,516,15,516,No Informa,005363,Oficial,2015,,,,"686,13",2016-2S,2016-2S,1,1,2,2540,2393
410218,15,516,15,516,2,096701,No oficial,2014,26,,,"677,02",2015-1S,2015-1S,1,1,2,2540,2125
411705,15,516,15,516,No Informa,005355,Oficial,2016,,,,"703,24",2017-2S,2017-2S,1,1,2,2540,2615
405085,15,516,15,516,2,096701,No oficial,2014,31,,,"765,9",2015-1S,2015-1S,1,1,2,2552,3272
576691,15,516,15,516,No Informa,096701,No oficial,2020,100,,,"727,91",2021-1S,2021-1S,1,1,4,3534,902
582795,15,516,15,516,2,096701,No oficial,2020,28,,,"805,387",2023-1S,2023-1S,1,1,2,2552,5599
599164,15,516,15,516,1,096701,No oficial,2021,,,,"591,58",2022-2S,2022-2S,1,1,2,2540,3866
408534,11,1,15,600,3,062893,Oficial,2015,37,,,"656,98",2017-1S,2017-1S,1,1,12,2540,2502
400904,11,1,15,632,2,024752,Oficial,2013,37,,,"831,44",2014-2S,2014-2S,1,1,11,2552,3166
579743,15,646,15,646,No Informa,096651,Oficial,2019,95,,,"622,78",2021-1S,2021-1S,1,1,12,2540,3613
644208,15,740,15,740,2,096578,No oficial,2023,,,,"810,278",2025-2S,2025-2S,1,1,2,2552,6276
401249,15,753,15,753,No Informa,026450,Oficial,2013,,,,"629,05",2014-2S,2014-2S,1,1,11,2540,1990
416237,15,753,15,753,No Informa,026450,Oficial,2017,,,,"653,33",2018-1S,2018-1S,1,1,2,2540,2725
401124,15,759,15,759,3,005595,No oficial,2013,31,32,,"640,49",2014-2S,2014-2S,1,1,4,2540,1991
364608,15,759,15,759,2,136978,No oficial,2010,10,,,"760,77",2014-1S,2014-1S,1,1,2,2552,2967
389958,15,759,15,759,No Informa,125187,No oficial,2014,,,,"644,11",2015-1S,2015-1S,1,1,12,2540,2131
406023,15,759,15,759,2,999993,No oficial,2015,33,39,,"674,23",2016-1S,2016-1S,1,1,12,2540,2300
410173,15,759,15,759,2,060020,No oficial,2016,20,,,"781,72",2017-1S,2017-1S,1,1,2,2552,3803
410350,15,759,15,759,2,083485,Oficial,2022,8,,,"718,19",2016-1S,2016-1S,1,1,12,2540,2242
410350,15,759,15,759,2,083485,Oficial,2022,8,,,,2022-2S,2022-2S,9,1,1,2552,5429
407274,15,759,15,759,2,010389,No oficial,2022,58,,,"786,87",2015-2S,2015-2S,1,1,2,2552,3476
421330,15,759,15,759,No Informa,094086,No oficial,2017,,,,"629,96",2018-1S,2018-1S,1,1,2,2540,2817
404266,15,759,15,759,No Informa,060020,No oficial,2015,,,,"649,53",2016-1S,2016-1S,1,1,12,2540,2316
400387,15,759,15,759,3,060046,No oficial,2013,40,43,,"774,26",2014-1S,2014-1S,1,1,2,2552,3043
603205,15,759,15,759,2,150953,Oficial,2020,,,,"593,618",2022-2S,2022-2S,1,1,2,2540,3954
608721,15,759,15,759,2,094086,No oficial,2021,,,,"621,714",2023-1S,2023-1S,1,1,12,2540,4034
621627,15,759,15,759,2,016469,Oficial,2022,15,,,"585,239",2024-1S,2024-1S,1,3,12,2540,4216
644126,15,759,15,759,2,026187,No oficial,2025,,,,"763,908",2025-2S,2025-2S,1,1,2,2552,6269
644142,15,759,15,759,2,119255,No oficial,2023,,,,"759,617",2025-2S,2025-2S,1,1,2,2552,6271
644153,15,759,15,759,2,125187,No oficial,2024,,,,"745,557",2025-2S,2025-2S,1,1,2,2552,6272
391132,15,778,15,778,2,037671,Oficial,2011,6,,,"648,85",2015-1S,2015-1S,1,1,2,2540,2093
396926,15,810,15,810,2,036251,Oficial,2014,18,,,"542,96",2015-1S,2015-1S,1,4,12,2540,2138
583343,15,837,15,837,2,999993,No oficial,2020,26,29,,"623,2",2021-2S,2021-2S,1,1,2,2540,3698
399372,15,842,15,842,2,005728,Oficial,2013,7,,,"755,11",2016-1S,2016-1S,1,1,2,2552,3531
513556,15,1,15,897,2,038745,Oficial,2008,5,,,"695,99",2014-2S,2014-2S,1,1,12,2540,1928
399702,17,1,17,1,2,006148,No oficial,2015,24,32,,"911,89",2016-1S,2016-1S,1,1,2,2552,3631
399012,17,1,17,1,4,096750,No oficial,2022,36,42,,"765,47",2016-1S,2016-1S,1,1,2,2552,3529
399013,17,1,17,1,3,006213,No oficial,2015,43,,,"751,83",2016-1S,2016-1S,1,1,2,2552,3530
399635,17,1,17,1,5,011288,No oficial,2022,100,,,"744,87",2015-2S,2015-2S,1,1,2,2552,3409
406588,17,1,17,1,5,006148,No oficial,2023,54,,,"786,63",2017-1S,2017-1S,1,1,2,2552,3897
409532,17,1,17,1,3,006197,Oficial,2013,12,,,"821,4",2014-1S,2014-1S,1,1,2,2552,3070
417918,17,1,17,1,No Informa,006122,No oficial,2016,,,,"699,67",2017-2S,2017-2S,1,1,2,2540,2622
478704,73,283,17,1,2,052977,Oficial,2006,5,,,"642,49",2020-1S,2020-1S,1,1,12,2540,3451
389803,17,1,17,1,No Informa,005892,Oficial,2014,,,,"647,44",2015-1S,2015-1S,1,1,2,2540,2078
371165,17,1,17,1,No Informa,006148,No oficial,,,,,"837,69",2014-1S,2014-1S,1,1,2,2552,3002
412463,17,1,17,1,No Informa,006213,No oficial,2016,,,,"742,24",2017-2S,2017-2S,1,1,2,2552,3937
371453,17,174,17,174,4,006395,Oficial,2013,34,,,"665,77",2014-1S,2014-1S,1,1,2,2540,1919
585488,17,174,17,174,3,140038,No oficial,2020,40,,,"654,79",2021-2S,2021-2S,1,1,2,3534,1005
622982,17,433,17,433,2,006486,Oficial,2023,,,,"653,809",2024-1S,2024-1S,1,1,12,2540,4264
472161,17,653,17,653,1,006817,Oficial,2014,3,,,"583,69",2015-2S,2015-2S,1,1,4,3534,714
585233,17,777,17,777,2,071563,Oficial,2020,12,,,"575,83",2021-2S,2021-2S,1,1,2,3534,997
382228,17,873,17,873,No Informa,006023,No oficial,2015,,,,"796,42",2015-2S,2015-2S,1,1,2,2552,3468
370858,18,1,18,1,No Informa,555555,No oficial,2012,,,,"736,02",2014-1S,2014-1S,1,1,2,2540,1885
407228,18,1,18,1,No Informa,019208,Oficial,2016,,,,"660,47",2017-1S,2017-1S,1,1,2,2540,2498
423087,18,1,18,1,No Informa,086496,No oficial,2017,,,,"631,85",2018-1S,2018-1S,1,1,4,2540,2873
554199,18,1,18,1,1,019216,Oficial,2018,7,,,"491,62",2019-2S,2019-2S,1,19,4,2540,3383
582760,18,1,18,1,1,019216,Oficial,2020,14,,,"698,47",2021-2S,2021-2S,1,19,4,2552,5075
594332,18,1,18,1,1,019208,Oficial,2021,10,,,"573,18",2022-1S,2022-1S,1,19,5,3534,1123
625181,18,1,18,1,1,031195,Oficial,2020,9,,,"613,264",2024-1S,2024-1S,1,24,12,2540,4315
643803,18,1,18,1,1,019216,Oficial,2024,,,,"735,789",2025-2S,2025-2S,1,19,2,2552,6241
641420,18,150,18,150,1,064311,Oficial,2024,,,,"575,467",2025-2S,2025-2S,1,1,2,3534,1907
626836,18,410,18,410,No Estratificado,019232,Oficial,2022,5,,,"586,205",2024-2S,2024-2S,1,1,12,5948,2379
398797,19,1,19,1,2,007062,Oficial,2015,41,,,"779,74",2016-1S,2016-1S,1,1,2,2552,3579
414567,19,1,19,1,6,079061,No oficial,2014,77,,,"783,31",2014-2S,2015-2S,1,5,2,2552,3206
414333,19,1,19,1,4,100354,No oficial,2023,69,,,"819,71",2016-2S,2016-2S,1,1,2,2552,3734
508826,19,1,19,1,1,007096,Oficial,2011,6,,,"542,49",2016-2S,2016-2S,1,3,12,5948,1414
582453,19,1,19,1,1,007047,Oficial,2018,8,,,"854,02",2021-2S,2021-2S,1,1,2,2552,5110
570257,19,1,19,1,2,007088,No oficial,2017,47,51,,"738,01",2020-2S,2020-2S,1,1,2,2552,4835
599069,19,1,19,1,1,205294,Oficial,2019,,,,"549,411",2022-2S,2022-2S,1,3,2,3534,1173
593773,19,1,19,1,3,039461,No oficial,2021,55,,,"590,155",2022-2S,2022-2S,1,1,4,3534,1253
602400,19,1,19,1,1,175778,Oficial,2020,,,,"616,853",2022-2S,2022-2S,1,1,4,3534,1249
620718,19,1,19,1,2,134189,Oficial,2023,,,,"634,101",2024-1S,2024-1S,1,1,2,5948,2326
628006,19,1,19,1,2,106179,No oficial,2024,,,,"616,117",2024-2S,2024-2S,1,1,2,2540,4572
643954,19,1,19,1,4,007013,No oficial,2025,,,,"668,184",2025-2S,2025-2S,1,1,2,2540,4959
365123,19,100,19,100,No Informa,094169,Oficial,2012,,,,"726,4",2014-1S,2014-1S,1,1,3,2540,1874
583977,19,100,19,100,1,007062,Oficial,2019,2,,,"583,64",2021-2S,2021-2S,1,1,2,2540,3731
604676,19,100,19,100,1,039453,Oficial,2022,,,,"517,629",2023-1S,2023-1S,1,21,2,5948,2189
604737,19,100,19,100,2,029934,No oficial,2022,,,,"501,026",2023-1S,2023-1S,1,21,2,5948,2197
620547,19,100,19,100,1,048512,Oficial,2023,,,,"501,811",2024-1S,2024-1S,1,21,2,5948,2291
576697,19,130,19,130,No Informa,999993,No oficial,2015,100,,,"634,43",2021-1S,2021-1S,1,1,2,3534,903
478552,19,137,19,137,1,036913,Oficial,2010,1,,,"540,05",2018-1S,2018-1S,1,3,4,3534,731
615992,19,142,19,142,No Estratificado,103028,Oficial,2022,,,,"496,173",2023-2S,2023-2S,1,3,2,5948,2237
543703,19,212,19,212,2,030387,Oficial,2018,35,,,"562,3",2020-2S,2020-2S,1,1,12,5948,1893
517104,19,290,19,290,No Informa,019158,Oficial,2014,,,,"504,56",2015-1S,2015-1S,1,19,4,2540,2136
592966,19,318,19,318,1,026211,No oficial,2021,8,,,"234,95",2022-1S,2022-1S,1,4,4,2540,3842
636279,19,318,19,318,2,072413,Oficial,2024,,,,"473,983",2025-1S,2025-1S,1,23,4,5948,2422
508203,19,355,19,355,1,065631,Oficial,2014,1,,,"527,87",2015-2S,2015-2S,1,1,12,5948,1303
563778,19,355,19,355,1,091629,Oficial,2019,3,,,"532,9",2020-1S,2020-1S,1,1,2,5948,1792
572310,19,355,19,355,2,076976,Oficial,2019,56,,,"493,84",2020-2S,2020-2S,1,3,2,5948,1850
639049,19,450,19,450,1,127589,Oficial,2024,2,,,"467,911",2025-1S,2025-1S,1,21,12,5948,2438
509452,19,455,19,455,2,007377,Oficial,2012,12,,,"566,14",2016-2S,2016-2S,1,1,12,5948,1399
620598,19,455,19,455,1,100370,Oficial,2023,10,,,"457,712",2024-1S,2024-1S,1,21,12,5948,2301
625534,19,455,19,455,1,100370,Oficial,2023,1,,,"418,726",2024-1S,2024-1S,1,21,4,5948,2352
625583,19,455,19,455,1,100370,Oficial,2023,4,,,"437,672",2024-1S,2024-1S,1,21,12,5948,2359
641564,19,455,19,455,1,136200,Oficial,2024,,,,"502,912",2025-2S,2025-2S,1,1,2,5948,2474
624042,19,532,19,532,1,050658,Oficial,2022,,,,"447,018",2024-1S,2024-1S,1,1,12,5948,2337
630618,19,532,19,532,2,199547,No oficial,2024,,,,"574,922",2024-2S,2024-2S,1,21,4,3534,1684
643973,19,532,19,532,1,199547,No oficial,2025,,,,"455,475",2025-2S,2025-2S,1,21,2,2540,4960
641434,19,532,19,532,2,199547,No oficial,2025,,,,"558,705",2025-2S,2025-2S,1,21,2,3534,1910
624097,19,548,19,548,1,103259,Oficial,2023,38,,,"505,189",2024-1S,2024-2S,1,1,12,5948,2340
597491,19,573,19,573,1,118919,No oficial,2022,50,,,"494,599",2022-2S,2022-2S,1,21,12,5948,2131
598317,19,573,19,573,1,113787,No oficial,2019,12,,,"422,144",2022-2S,2022-2S,1,1,12,5948,2157
604682,19,573,19,573,3,120808,No oficial,2022,,,,"568,138",2023-1S,2023-1S,1,21,12,5948,2192
627805,19,573,19,573,1,118919,No oficial,2024,40,,,"694,573",2024-2S,2024-2S,1,21,2,2552,5895
639158,19,693,19,693,1,053264,Oficial,2024,3,,,"363,722",2025-1S,2025-1S,1,3,4,5948,2456
626734,19,698,19,698,1,162016,Oficial,2023,23,,,"465,588",2024-2S,2024-2S,1,3,12,5948,2361
582643,19,785,19,785,1,055871,Oficial,2019,2,,,"727,18",2021-2S,2021-2S,1,24,2,2552,5170
410689,19,821,19,821,No Informa,999993,No oficial,2016,,,,"577,27",2017-2S,2017-2S,1,3,2,2540,2695
509229,19,824,19,824,1,039206,Oficial,2013,3,,,"623,39",2014-2S,2014-2S,1,1,12,5948,1146
422158,19,845,19,845,No Informa,050666,No oficial,2017,,,,"566,8",2018-1S,2018-1S,1,21,12,2540,2923
398682,20,1,20,1,1,064352,Oficial,2009,3,,,"588,76",2016-1S,2016-2S,1,3,12,2540,2334
391047,20,1,20,1,2,035204,No oficial,2014,48,,,"688,16",2015-2S,2015-2S,1,3,2,2552,3488
399363,20,1,20,1,4,044172,No oficial,2015,49,,,"938,98",2016-1S,2016-1S,1,1,2,2552,3599
422460,20,1,20,1,No Informa,044172,No oficial,2017,,,,"638,93",2018-1S,2018-1S,1,1,2,2540,2821
548122,11,1,20,1,2,066845,No oficial,2015,70,81,,"788,79",2016-1S,2016-1S,1,5,12,2552,3572
547639,20,1,20,1,1,007609,Oficial,2015,31,,,"779,28",2016-1S,2016-1S,1,5,2,2552,3612
644223,20,1,20,1,1,007609,Oficial,2024,,,,"664,334",2025-2S,2025-2S,1,3,2,2552,6278
602974,20,11,20,11,2,007682,Oficial,2020,,,,"818,494",2022-2S,2022-2S,1,1,2,2552,5417
630797,20,11,20,11,1,007724,Oficial,2023,34,,,"669,814",2024-2S,2024-2S,1,1,4,3534,1699
642084,20,11,20,11,1,038216,Oficial,2024,,,,"747,54",2025-2S,2025-2S,1,1,2,2552,6168
388171,20,175,20,175,1,007740,Oficial,,32,,,"555,49",2015-1S,2015-1S,1,21,4,2540,2134
620167,20,175,20,175,1,007740,Oficial,2023,4,,,"645,145",2024-1S,2024-1S,1,21,4,3534,1587
622777,20,175,20,175,1,007740,Oficial,2023,34,,,"513,57",2024-1S,2024-1S,1,21,4,2540,4255
371146,20,443,20,443,No Informa,007849,Oficial,2013,,,,"616,83",2014-1S,2014-1S,1,4,2,2540,1918
636459,20,570,20,570,1,047423,Oficial,2024,38,,,"582,684",2025-1S,2025-1S,1,3,4,3534,1713
