CODIGO_INTERNO,COD_DEPTO_PROCEDENCIA,COD_MUN_PROCEDENCIA,COD_DEPTO_RESIDENCIA,COD_MUN_RESIDENCIA,ESTRATO,COD_COLEGIO,MODACADEMICA,ANO_TERMINACION_COLEGIO,PBM_CALCULADO,PBM_COLEGIO,PBM_ASIGNADO,PUNTAJE_ADMISION,CONVOCATORIA,APERTURA,COD_ACCESO,COD_SUBACCESO,NODO_INICIO,COD_PLAN,HIST_ACADEMICA
584595,11,1,,,2,026047,No oficial,2020,33,,,,2025-1S,2025-1S,9,1,1,2552,6158
586063,5,1,,,3,037705,Oficial,2020,23,,,"601,96",2021-2S,2021-2S,1,1,4,3534,1022
584458,5,1,,,2,123760,Oficial,2017,16,,,"578,47",2021-2S,2021-2S,1,1,2,3534,980
583331,11,1,,,1,999993,No oficial,2017,30,,,"619,92",2021-2S,2021-2S,1,1,2,2540,3696
583337,11,1,,,3,034900,No oficial,2019,44,,,"599,69",2021-2S,2021-2S,1,1,2,2540,3697
584627,11,1,,,2,020297,No oficial,2020,44,,,"740,046",2023-2S,2023-2S,1,1,2,2552,5609
584635,11,1,,,2,066795,No oficial,2020,23,,,"616,35",2021-2S,2021-2S,1,1,12,2540,3757
568499,20,11,,,3,038216,Oficial,2016,12,,,"615,38",2020-2S,2020-2S,1,1,2,3534,469
568869,5,659,,,2,001339,Oficial,2019,39,,,"642,392",2023-2S,2023-2S,1,1,2,3534,1481
597257,76,130,,,3,066217,No oficial,2021,19,,,"502,303",2022-2S,2022-2S,1,1,12,5948,2120
597269,76,520,,,2,194977,Oficial,2021,9,,,"553,476",2022-2S,2022-2S,1,1,12,5948,2121
597272,76,520,,,2,117903,Oficial,2021,13,,,"494,649",2022-2S,2022-2S,1,1,12,5948,2122
599704,5,631,,,4,020537,No oficial,2021,67,,,"589,216",2022-2S,2022-2S,1,1,2,3534,1192
599716,5,360,,,2,120279,Oficial,2020,51,,,"588,495",2022-2S,2022-2S,1,1,4,3534,1193
599755,5,1,,,4,063578,No oficial,2021,83,,,"599,542",2022-2S,2022-2S,1,1,2,3534,1196
597760,5,1,,,2,117671,No oficial,2021,32,,,"576,205",2022-2S,2022-2S,1,1,4,3534,1146
567733,5,266,,,3,001867,Oficial,2019,15,,,600,2020-2S,2020-2S,1,1,2,3534,427
568112,68,522,,,2,014449,Oficial,2019,21,,,590,2020-2S,2020-2S,1,1,2,3534,451
568114,13,468,,,1,038042,No oficial,2019,39,,,"577,13",2020-2S,2020-2S,1,1,4,3534,452
568118,15,162,,,2,004945,Oficial,2019,10,,,,2020-2S,2023-2S,3,1,2,3534,1504
598754,5,615,,,5,051094,No oficial,2021,75,,,"598,381",2022-2S,2022-2S,1,1,2,3534,1166
598760,20,570,,,2,108050,Oficial,2021,6,,,"594,795",2022-2S,2022-2S,1,3,2,3534,1208
599144,5,88,,,4,059238,No oficial,2021,46,,,"595,912",2022-2S,2022-2S,1,1,2,3534,1178
597345,76,111,,,2,024307,Oficial,2017,8,,,"443,426",2022-2S,2022-2S,1,1,12,5948,2123
597353,76,520,,,3,018689,Oficial,2020,17,,,"467,199",2022-2S,2022-2S,1,1,12,5948,2124
597399,91,1,,,1,019109,Oficial,2021,3,,,,2022-2S,2023-2S,3,19,2,5948,2288
601440,52,1,,,3,065755,No oficial,2019,43,,,"709,937",2022-2S,2022-2S,1,1,2,2552,5373
601441,15,798,,,2,033159,Oficial,2020,6,,,"568,392",2022-2S,2022-2S,1,1,2,2540,3908
567763,5,360,,,3,000141,No oficial,2019,37,,,"634,61",2020-2S,2020-2S,1,1,4,3534,429
568133,5,1,,,2,001032,Oficial,2019,14,,,"577,69",2020-2S,2020-2S,1,1,4,3534,453
568146,20,175,,,1,173476,Oficial,2019,2,,,"452,3",2020-2S,2020-2S,1,21,4,3534,454
568536,5,361,,,2,002097,Oficial,2018,12,,,"575,38",2020-2S,2020-2S,1,24,4,3534,470
568540,11,1,,,3,066894,No oficial,2019,38,,,"614,21",2020-2S,2020-2S,1,1,4,3534,471
599749,52,227,,,1,130294,Oficial,2021,1,,,"699,49",2022-2S,2022-2S,1,3,2,2552,5321
597459,76,306,,,2,053181,No oficial,2021,12,,,"488,571",2022-2S,2022-2S,1,1,12,5948,2127
597463,76,520,,,2,018689,Oficial,2021,12,,,"443,424",2022-2S,2022-2S,1,1,12,5948,2128
597471,52,520,,,1,062554,Oficial,2021,2,,,"301,597",2022-2S,2022-2S,1,21,4,5948,2129
597487,73,1,,,3,138669,No oficial,2021,26,,,"542,452",2022-2S,2022-2S,1,1,12,5948,2130
600044,8,1,,,4,179358,No oficial,2022,69,,,"585,703",2022-2S,2022-2S,1,1,4,3534,1203
601460,41,551,,,1,044495,Oficial,2021,3,,,"598,813",2022-2S,2022-2S,1,1,2,3534,1219
601466,76,1,,,3,017798,Oficial,2019,20,,,"527,973",2022-2S,2022-2S,1,3,4,3534,1222
567782,5,88,,,2,000786,Oficial,2019,9,,,"654,61",2020-2S,2020-2S,1,1,2,3534,431
568166,20,1,,,1,108050,Oficial,2019,3,,,"584,61",2020-2S,2020-2S,1,1,2,3534,455
568564,91,1,,,1,019109,Oficial,2016,3,,,"452,3",2020-2S,2020-2S,1,19,3,3534,515
568957,52,79,,,1,011528,Oficial,2018,6,,,,2020-2S,2023-1S,7,23,2,5948,2231
598788,5,360,,,2,027987,Oficial,2021,32,,,"623,282",2022-2S,2022-2S,1,1,4,3534,1168
599800,11,1,,,3,022442,No oficial,2021,40,,,"600,096",2022-2S,2022-2S,1,1,12,2540,3875
599810,52,1,,,2,011437,Oficial,2021,41,,,"605,268",2022-2S,2022-2S,1,1,4,3534,1198
599429,5,266,,,3,002105,Oficial,2016,22,,,"653,637",2022-2S,2022-2S,1,1,2,3534,1184
597507,19,517,,,2,007526,Oficial,2018,7,,,"378,914",2025-1S,2025-1S,1,3,12,5948,2467
597531,76,130,,,2,039339,Oficial,2021,8,,,,2022-2S,2022-2S,1,24,12,5948,2133
601527,11,1,,,3,048702,Oficial,2021,56,,,"583,515",2022-2S,2022-2S,1,1,12,2540,3910
597865,15,1,,,3,193888,No oficial,2021,64,,,"630,744",2022-2S,2022-2S,1,1,2,3534,1147
599537,5,266,,,3,126342,No oficial,2017,50,,,"615,744",2022-2S,2022-2S,1,1,2,3534,1187
599541,5,1,,,2,000984,Oficial,2021,11,,,"580,566",2022-2S,2022-2S,1,1,4,3534,1188
597610,76,520,,,2,111500,Oficial,2021,16,,,"431,095",2022-2S,2022-2S,1,1,12,5948,2135
600637,25,19,,,2,048967,Oficial,2021,9,,,"571,488",2022-2S,2022-2S,1,1,11,2540,3881
567827,5,1,,,2,089805,Oficial,2019,9,,,"609,23",2020-2S,2020-2S,1,1,2,3534,432
567842,5,1,,,3,041061,Oficial,2019,39,,,"603,07",2020-2S,2020-2S,1,1,4,3534,433
568214,41,1,,,2,073593,Oficial,2019,9,,,"590,76",2020-2S,2020-2S,1,1,4,3534,456
568610,5,1,,,2,180471,Oficial,2017,16,,,"607,763",2023-2S,2023-2S,1,1,4,3534,1493
568612,5,1,,,3,050922,Oficial,2017,19,,,580,2020-2S,2020-2S,1,24,4,3534,473
568987,52,1,,,3,011312,No oficial,2015,39,49,,"695,38",2020-2S,2020-2S,1,1,2,3534,485
597670,76,520,,,2,018697,Oficial,2021,11,,,"458,247",2022-2S,2022-2S,1,1,12,5948,2136
597711,76,520,,,2,136333,Oficial,2018,6,,,"465,317",2022-2S,2022-2S,1,1,12,5948,2137
597746,91,1,,,1,038919,Oficial,2021,3,,,"442,836",2022-2S,2022-2S,1,19,4,5948,2141
600089,41,1,,,2,009787,Oficial,2021,,,,"605,371",2022-2S,2022-2S,1,1,2,3534,1205
600674,52,356,,,1,034348,Oficial,2021,11,,,"803,594",2022-2S,2022-2S,1,1,2,2552,5330
601506,5,1,,,2,000711,Oficial,2019,13,,,"601,14",2022-2S,2022-2S,1,1,4,3534,1226
597917,5,88,,,2,114983,Oficial,2021,23,,,,2022-2S,2022-2S,1,24,2,3534,1149
567851,5,1,,,4,063578,No oficial,2019,76,,,600,2020-2S,2020-2S,1,1,2,3534,434
568626,5,88,,,3,053504,No oficial,2016,37,,,"618,46",2020-2S,2020-2S,1,1,4,3534,475
597762,76,520,,,2,194977,Oficial,2021,7,,,"555,523",2022-2S,2022-2S,1,1,12,5948,2142
597766,81,1,,,1,019125,Oficial,2021,2,,,"387,523",2022-2S,2022-2S,1,18,4,5948,2143
597778,76,834,,,3,018986,Oficial,2021,12,,,"547,261",2022-2S,2022-2S,1,1,12,5948,2144
597826,76,520,,,2,136333,Oficial,2021,9,,,"558,314",2022-2S,2022-2S,1,1,12,5948,2146
601517,68,81,,,2,014571,Oficial,2021,6,,,"642,048",2022-2S,2022-2S,1,1,2,3534,1227
601520,52,287,,,1,036962,Oficial,2020,1,,,"719,456",2022-2S,2022-2S,1,1,2,2552,5375
597965,5,631,,,2,002469,Oficial,2021,17,,,"586,408",2022-2S,2022-2S,1,1,4,3534,1150
598036,5,1,,,1,001115,No oficial,2021,58,,,"579,963",2022-2S,2022-2S,1,1,4,3534,1151
567878,5,1,,,3,000786,Oficial,2018,23,,,"635,38",2020-2S,2020-2S,1,1,4,3534,435
567885,5,364,,,3,002105,Oficial,2019,15,,,"633,07",2020-2S,2020-2S,1,1,4,3534,436
567886,5,34,,,2,049148,Oficial,2019,7,,,"603,07",2020-2S,2020-2S,1,1,4,3534,437
568663,5,209,,,3,001115,No oficial,2015,41,48,,,2020-2S,2021-2S,3,24,2,3534,1056
599015,5,789,,,3,002790,Oficial,2021,17,,,"605,533",2022-2S,2022-2S,1,1,4,3534,1171
597850,76,520,,,2,144980,No oficial,2021,45,,,"510,833",2022-2S,2022-2S,1,1,12,5948,2147
599404,11,1,,,3,023192,No oficial,2021,40,45,,"575,793",2022-2S,2022-2S,1,1,12,2540,3871
598079,5,360,,,3,002196,Oficial,2021,17,,,"606,6",2022-2S,2022-2S,1,1,4,3534,1152
567905,5,1,,,2,082503,Oficial,2019,9,,,"593,07",2020-2S,2020-2S,1,1,4,3534,438
568273,52,835,,,1,011924,Oficial,2019,3,,,,2020-2S,2022-2S,7,23,2,5948,2169
568277,52,838,,,1,011973,Oficial,2019,5,,,"586,15",2020-2S,2020-2S,1,1,4,3534,457
599041,5,45,,,3,051003,No oficial,2021,45,,,"575,787",2022-2S,2022-2S,1,1,4,3534,1172
597954,76,520,,,2,118414,Oficial,2021,17,,,"517,355",2022-2S,2022-2S,1,1,12,5948,2149
601280,25,817,,,2,186536,No oficial,2021,22,26,,"583,446",2022-2S,2022-2S,1,1,12,2540,3899
601289,11,1,,,3,023408,Oficial,2021,26,,,"594,23",2022-2S,2022-2S,1,1,2,2540,3900
567552,5,150,,,2,001594,Oficial,2019,14,,,"600,76",2020-2S,2020-2S,1,1,4,3534,411
567554,5,1,,,3,099135,Oficial,2019,23,,,"605,38",2020-2S,2020-2S,1,1,4,3534,412
567913,5,1,,,2,132068,No oficial,2019,12,,,"612,3",2020-2S,2020-2S,1,1,4,3534,440
567919,5,1,,,3,131540,Oficial,2019,19,,,"592,3",2020-2S,2020-2S,1,24,4,3534,441
568295,52,473,,,1,055830,Oficial,2019,4,,,"415,38",2020-2S,2020-2S,1,23,4,3534,505
568299,5,88,,,3,001388,No oficial,2019,50,,,"586,92",2020-2S,2020-2S,1,1,4,3534,458
568311,54,1,,,3,012252,No oficial,2019,36,44,,"606,15",2020-2S,2020-2S,1,1,4,3534,460
568701,5,631,,,3,131136,No oficial,2017,28,,,590,2020-2S,2020-2S,1,1,4,3534,477
599176,11,1,,,4,019471,No oficial,2022,87,,,"735,133",2022-2S,2022-2S,1,5,2,2552,5318
599215,5,1,,,2,080259,Oficial,2021,7,,,"595,881",2022-2S,2022-2S,1,1,4,3534,1181
598005,11,1,,,3,039875,Oficial,2019,11,,,"575,503",2022-2S,2022-2S,1,1,2,5948,2150
598029,76,126,,,3,018358,Oficial,2021,34,,,,2022-2S,2023-2S,3,1,2,5948,2287
598045,76,248,,,2,095083,Oficial,2021,16,,,"550,331",2022-2S,2022-2S,1,1,12,5948,2151
598085,76,1,,,2,190462,No oficial,2018,20,,,"531,402",2022-2S,2022-2S,1,1,12,5948,2152
600203,52,399,,,2,011742,Oficial,2014,21,,,"705,779",2022-2S,2022-2S,1,1,2,2552,5322
567573,5,1,,,3,000240,No oficial,2019,50,,,"604,61",2020-2S,2020-2S,1,24,4,3534,413
567578,5,1,,,5,000844,No oficial,2019,82,,,620,2020-2S,2020-2S,1,1,2,3534,414
567951,5,1,,,3,000455,No oficial,2019,40,,,"586,15",2020-2S,2020-2S,1,1,4,3534,442
599097,23,807,,,2,133082,Oficial,2021,41,,,"598,889",2022-2S,2022-2S,1,1,4,3534,1175
601315,70,215,,,2,015503,Oficial,2021,12,,,"756,812",2022-2S,2022-2S,1,1,2,2552,5368
601320,85,250,,,1,026468,Oficial,2021,4,,,"554,73",2022-2S,2022-2S,1,18,4,2540,3902
567593,5,88,,,3,059238,No oficial,2019,54,,,"580,76",2020-2S,2020-2S,1,1,2,3534,415
567964,5,266,,,3,001909,Oficial,2018,27,,,"639,23",2020-2S,2020-2S,1,1,4,3534,443
567965,5,266,,,4,126425,Oficial,2018,26,,,"599,23",2020-2S,2020-2S,1,1,4,3534,444
567970,5,148,,,1,030437,Oficial,2019,38,,,"656,15",2020-2S,2020-2S,1,1,2,3534,445
568361,5,1,,,No Informa,147579,No oficial,2019,90,,,"618,46",2020-2S,2020-2S,1,1,4,3534,462
598572,5,1,,,3,049031,No oficial,2021,57,,,"590,734",2022-2S,2022-2S,1,1,4,3534,1162
599258,5,1,,,5,000125,No oficial,2021,76,,,"607,248",2022-2S,2022-2S,1,1,2,3534,1182
599984,5,1,,,4,000455,No oficial,2020,54,,,"652,297",2022-2S,2022-2S,1,1,2,3534,1201
598218,81,794,,,1,030668,Oficial,2017,30,,,"459,682",2022-2S,2022-2S,1,18,4,5948,2154
598242,76,130,,,2,018234,Oficial,2019,15,,,"549,853",2022-2S,2022-2S,1,1,12,5948,2155
598266,76,248,,,2,018416,Oficial,2019,8,,,"523,59",2022-2S,2022-2S,1,1,12,5948,2156
600270,52,1,,,3,079038,No oficial,2022,38,,,"601,364",2022-2S,2022-2S,1,1,2,3534,1207
601344,25,754,,,1,188714,No oficial,2021,9,,,"788,307",2022-2S,2022-2S,1,1,2,2552,5370
567991,5,88,,,2,041962,Oficial,2019,11,,,"637,69",2020-2S,2020-2S,1,1,4,3534,447
568364,81,1,,,1,055475,Oficial,2018,3,,,"496,92",2020-2S,2020-2S,1,18,2,3534,511
568366,81,1,,,2,065821,No oficial,2019,13,,,"540,76",2020-2S,2020-2S,1,18,2,3534,512
568370,81,794,,,2,099275,No oficial,2018,33,,,"606,98",2020-2S,2020-2S,1,24,4,3534,463
598376,5,631,,,3,126425,Oficial,2020,17,,,"604,472",2022-2S,2023-1S,1,1,2,3534,1158
599275,23,1,,,2,091736,Oficial,2021,20,,,"595,639",2022-2S,2022-2S,1,1,2,2540,3868
599278,18,1,,,1,086496,No oficial,2020,13,,,,2022-2S,2022-2S,1,24,2,2552,5319
598347,52,835,,,1,999993,No oficial,2021,6,,,"396,071",2022-2S,2022-2S,1,23,4,5948,2159
598351,52,835,,,1,124701,Oficial,2021,2,,,"374,364",2022-2S,2022-2S,1,23,4,5948,2160
597442,5,88,,,3,000786,Oficial,2021,29,,,"595,748",2022-2S,2022-2S,1,1,4,3534,1142
567646,5,360,,,2,112573,Oficial,2019,14,,,,2020-2S,2021-2S,3,1,2,3534,1049
567655,5,1,,,1,035998,Oficial,2018,3,,,"603,07",2020-2S,2020-2S,1,1,2,3534,420
568400,91,798,,,No Estratificado,038919,Oficial,2017,15,,,"453,07",2020-2S,2021-1S,1,3,3,3534,464
598691,52,520,,,1,062554,Oficial,2021,38,,,"448,379",2022-2S,2022-2S,1,21,4,3534,1165
598387,52,835,,,1,011924,Oficial,2021,5,,,"422,936",2022-2S,2022-2S,1,23,4,5948,2161
598395,52,320,,,1,011601,Oficial,2021,4,,,"407,684",2022-2S,2022-2S,1,23,4,5948,2162
601375,25,290,,,2,008623,No oficial,2021,28,33,,"617,985",2022-2S,2022-2S,1,1,2,2540,3905
597559,5,88,,,3,070904,Oficial,2021,18,,,"578,265",2022-2S,2022-2S,1,1,4,3534,1144
567668,11,1,,,3,019539,No oficial,2018,29,,,"576,15",2020-2S,2020-2S,1,1,2,3534,421
568045,5,308,,,2,125435,Oficial,2019,16,,,"594,61",2020-2S,2020-2S,1,1,4,3534,448
568053,11,1,,,3,098236,Oficial,2017,11,,,,2020-2S,2023-2S,3,1,2,3534,1503
568422,88,1,,,2,019265,Oficial,2019,11,,,374,2020-2S,2020-2S,1,20,5,3534,509
568424,50,1,,,No Informa,011015,Oficial,2019,76,,,"590,76",2020-2S,2020-2S,1,1,4,3534,498
598488,76,248,,,2,043356,No oficial,2022,28,,,"482,778",2022-2S,2022-2S,1,21,12,5948,2164
598507,19,455,,,2,007377,Oficial,2021,5,,,"464,64",2022-2S,2022-2S,1,1,12,5948,2165
567685,5,1,,,3,053553,No oficial,2019,42,,,"615,38",2020-2S,2020-2S,1,1,4,3534,422
567691,5,1,,,1,035956,Oficial,2019,8,,,"584,61",2020-2S,2020-2S,1,1,4,3534,423
567700,5,88,,,3,085860,Oficial,2018,27,,,"614,33",2020-2S,2020-2S,1,1,4,3534,424
568075,50,606,,,3,011189,Oficial,2019,11,,,"592,3",2020-2S,2020-2S,1,1,2,3534,449
568437,86,755,,,1,108126,Oficial,2019,3,,,"535,38",2020-2S,2020-2S,1,3,2,3534,466
568451,5,1,,,3,001032,Oficial,2019,14,,,610,2020-2S,2020-2S,1,24,4,3534,467
568844,94,1,,,1,099333,Oficial,2019,8,,,"472,489",2022-2S,2022-2S,1,18,4,5948,2168
568849,50,1,,,1,134205,Oficial,2016,12,,,"586,15",2020-2S,2020-2S,1,24,4,3534,481
597220,76,520,,,2,024349,Oficial,2020,8,,,"496,083",2022-2S,2022-2S,1,1,12,5948,2117
601406,52,323,,,1,011619,Oficial,2021,4,,,"720,181",2022-2S,2022-2S,1,1,2,2552,5372
568466,5,88,,,3,075796,Oficial,2018,24,,,"618,46",2020-2S,2020-2S,1,1,4,3534,468
591296,25,402,,,2,008888,Oficial,2020,6,,,"585,25",2022-1S,2022-1S,1,1,2,2540,3789
591302,11,1,,,3,021360,No oficial,2018,41,,,"655,32",2022-1S,2022-1S,1,1,2,2540,3790
591304,11,1,,,3,061721,No oficial,2019,46,,,"614,71",2022-1S,2022-1S,1,1,2,2540,3791
591304,11,1,,,3,061721,No oficial,2019,46,,,"730,009",2024-2S,2024-2S,1,1,2,2552,5963
591121,52,585,,,1,011783,Oficial,2020,38,,,"742,77",2022-1S,2022-1S,1,3,2,2552,5257
591129,54,1,,,No Informa,012203,No oficial,2021,59,,,"747,39",2022-1S,2022-1S,1,1,2,2552,5259
591133,86,865,,,1,053280,No oficial,2021,48,,,"782,4",2022-1S,2022-1S,1,1,2,2552,5260
591137,54,1,,,3,113860,No oficial,2021,44,45,,"777,5",2022-1S,2022-2S,1,1,2,2552,5261
591153,25,269,,,1,999993,No oficial,2021,38,,,"751,21",2022-1S,2022-1S,1,1,2,2552,5284
591157,25,175,,,3,999993,No oficial,2020,34,38,,"867,18",2022-1S,2022-1S,1,1,2,2552,5262
591161,68,276,,,5,999993,No oficial,2021,73,,,"768,6",2022-1S,2022-1S,1,1,2,2552,5263
591165,68,1,,,No Informa,014399,Oficial,2009,37,,,"783,04",2022-1S,2022-1S,1,1,2,2552,5264
591169,68,1,,,3,014001,No oficial,2012,18,,,"774,58",2022-1S,2022-1S,1,1,2,2552,5265
591173,68,1,,,3,044875,No oficial,2020,34,41,,"780,87",2022-1S,2022-1S,1,1,2,2552,5266
591189,76,1,,,3,017061,No oficial,2021,54,65,,"842,87",2022-1S,2022-1S,1,1,2,2552,5268
591193,73,1,,,4,015768,No oficial,2021,63,,,"740,04",2022-1S,2022-1S,1,1,2,2552,5269
591197,73,870,,,4,016550,Oficial,2011,17,,,"795,8",2022-1S,2022-1S,1,1,2,2552,5270
591201,73,1,,,3,015768,No oficial,2021,51,,,"750,8",2022-1S,2022-1S,1,1,2,2552,5271
593788,5,1,,,4,000760,No oficial,2021,55,,,,2022-1S,2024-2S,3,1,2,3534,1800
591209,50,573,,,1,127720,Oficial,2019,9,,,"910,03",2022-1S,2022-1S,1,1,2,2552,5273
591217,18,1,,,2,113720,No oficial,2020,38,,,"865,06",2022-1S,2022-1S,1,1,2,2552,5275
591225,95,1,,,1,153171,No oficial,2020,48,,,"708,58",2022-1S,2022-1S,1,18,12,2552,5193
591229,44,430,,,1,060947,No oficial,2021,23,39,,"632,31",2022-1S,2022-1S,1,4,2,2552,5276
591232,11,1,,,3,044560,Oficial,2020,35,,,"800,01",2022-1S,2022-1S,1,1,2,2552,5277
591235,50,1,,,6,999993,No oficial,2021,80,,,"745,55",2022-1S,2022-1S,1,1,2,2552,5278
591238,88,1,,,2,999993,No oficial,2021,49,,,"590,16",2022-1S,2022-1S,1,20,4,2552,5191
591244,44,430,,,3,069351,No oficial,2021,29,32,,"600,62",2022-1S,2022-1S,1,4,12,2552,5280
591250,41,551,,,1,010108,No oficial,2018,25,26,,"799,28",2022-1S,2022-1S,1,1,2,2552,5281
602988,11,1,,,2,023598,Oficial,2020,30,,,"704,625",2022-2S,2022-2S,1,1,2,2552,5418
602996,11,1,,,3,045054,Oficial,2020,19,,,"579,307",2022-2S,2022-2S,1,1,2,2540,3944
591394,11,1,,,2,026138,Oficial,2018,8,,,"579,38",2022-1S,2022-1S,1,1,12,2540,3794
591394,11,1,,,2,026138,Oficial,2018,8,,,,2022-1S,2025-1S,3,1,2,2552,6151
591420,11,1,,,2,020362,No oficial,2020,46,,,"582,19",2022-1S,2022-1S,1,1,12,2540,3795
591159,52,435,,,1,043547,Oficial,2021,38,,,"560,716",2023-1S,2023-1S,1,23,4,2540,3971
603037,15,1,,,2,004754,Oficial,2019,12,,,"677,781",2022-2S,2022-2S,1,1,2,2540,3945
603054,11,1,,,3,023358,Oficial,2021,19,,,"586,93",2022-2S,2022-2S,1,1,12,2540,3946
603067,52,356,,,1,028928,Oficial,2021,3,,,"706,636",2022-2S,2022-2S,1,1,2,2552,5421
603075,68,1,,,3,038620,Oficial,2021,13,,,"789,721",2022-2S,2022-2S,1,1,2,2552,5422
591470,11,1,,,2,109595,Oficial,2018,10,,,"646,97",2022-1S,2022-1S,1,1,2,2540,3796
595436,15,759,,,1,064204,Oficial,2021,3,,,"577,367",2022-2S,2022-2S,1,1,4,3534,1246
591961,41,1,,,2,009746,No oficial,2019,31,44,,,2024-2S,2024-2S,9,1,1,2552,6130
591968,52,1,,,No Estratificado,036707,Oficial,2020,7,,4,,2024-1S,2024-1S,9,1,1,2552,6007
603097,25,486,,,2,149187,Oficial,2018,9,,,"612,605",2022-2S,2022-2S,1,1,2,2540,3948
602826,11,1,,,3,080127,No oficial,2020,65,69,,"716,365",2022-2S,2022-2S,1,1,2,2552,5414
602833,11,1,,,2,045054,Oficial,2019,49,,,"718,227",2022-2S,2022-2S,1,1,2,2552,5415
591973,52,224,,,2,051193,Oficial,2020,5,,,"629,19",2022-1S,2022-1S,1,1,2,2540,3811
591984,11,1,,,3,152645,Oficial,2019,21,,,"603,16",2022-1S,2022-2S,1,1,12,2540,3812
591524,11,1,,,1,023440,Oficial,2019,6,,,"586,21",2022-1S,2022-1S,1,1,2,2540,3798
591534,25,754,,,3,126698,No oficial,2018,16,,,"583,14",2022-1S,2022-1S,1,1,11,2540,3799
602840,52,835,,,2,094953,No oficial,2021,25,28,,"541,489",2022-2S,2022-2S,1,23,4,2540,3939
591999,68,1,,,4,014332,Oficial,2019,26,,,"628,65",2022-1S,2022-1S,1,1,2,2540,3813
594901,52,1,,,3,011312,No oficial,2021,52,,,,2022-1S,2023-2S,3,1,2,3534,1509
591562,11,1,,,2,052233,No oficial,2020,12,,,"644,8",2022-1S,2022-1S,1,1,2,2540,3801
592017,85,1,,,1,048066,Oficial,2019,1,,,"581,2",2022-1S,2022-1S,1,18,4,2540,3854
581375,52,835,,,1,011932,Oficial,2020,3,,,,2021-1S,2022-2S,3,23,2,3534,1261
592032,88,1,,,2,037622,Oficial,2020,5,,,"413,99",2022-1S,2022-1S,1,20,4,2540,3780
595250,5,789,,,1,002790,Oficial,2021,32,,,"711,637",2023-2S,2023-2S,1,1,4,3534,1427
603134,11,1,,,3,109678,Oficial,2021,24,,,"581,018",2022-2S,2022-2S,1,1,12,2540,3949
603147,25,307,,,2,167619,Oficial,2016,100,,,"709,95",2022-2S,2022-2S,1,1,2,2552,5424
591084,11,1,,,3,020701,Oficial,2020,17,,,"605,03",2022-1S,2022-1S,1,1,12,2540,3786
591698,25,754,,,3,090985,Oficial,2018,18,,,"759,516",2023-2S,2023-2S,1,1,2,2552,5614
591734,11,1,,,2,004119,No oficial,2020,69,,,"591,34",2022-1S,2022-1S,1,1,2,2540,3805
603171,11,1,,,3,066845,No oficial,2020,54,,,"873,995",2023-1S,2023-1S,1,1,2,2552,5510
590883,52,838,,,1,012005,Oficial,2019,3,,,"780,3",2022-1S,2022-1S,1,1,2,2552,5219
590888,52,203,,,1,011759,Oficial,2018,38,,,"800,39",2022-1S,2022-1S,1,1,2,2552,5220
590893,54,1,,,4,012047,No oficial,2020,60,,,"734,83",2022-1S,2022-1S,1,1,2,2552,5221
590898,11,1,,,3,014720,Oficial,2018,23,,,"806,17",2022-1S,2022-1S,1,1,2,2552,5222
590917,76,1,,,2,017798,Oficial,2019,12,,,"751,98",2022-1S,2022-1S,1,1,2,2552,5223
590921,18,1,,,2,151373,No oficial,2020,29,,,"804,46",2022-1S,2022-1S,1,1,2,2552,5224
590925,52,838,,,1,012005,Oficial,2020,2,,,"758,39",2022-1S,2022-1S,1,1,2,2552,5225
590933,25,288,,,2,052266,Oficial,2019,5,,,"809,8",2022-1S,2022-1S,1,1,2,2552,5226
602756,52,83,,,1,036830,Oficial,2012,1,,,"583,199",2022-2S,2022-2S,1,1,2,2540,3934
591851,15,238,,,3,999993,No oficial,2020,32,,,"579,42",2022-1S,2022-1S,1,1,2,2540,3807
591866,19,824,,,1,039206,Oficial,2019,16,,,"608,37",2022-1S,2022-1S,1,1,12,2540,3808
590957,15,238,,,2,147850,No oficial,2016,37,,,"793,51",2022-1S,2022-1S,1,1,2,2552,5230
590961,11,1,,,2,141085,Oficial,2018,12,,,"858,41",2022-1S,2022-1S,1,1,2,2552,5231
590965,11,1,,,3,021436,No oficial,2020,56,,,"793,06",2022-1S,2022-1S,1,1,2,2552,5232
590969,11,1,,,4,023101,No oficial,2021,65,66,,"783,85",2022-1S,2022-1S,1,1,2,2552,5233
590973,11,1,,,2,023523,No oficial,2021,52,,,"749,67",2022-1S,2022-1S,1,1,2,2552,5234
590997,11,1,,,2,079665,No oficial,2014,15,,,"742,48",2022-1S,2022-1S,1,1,2,2552,5237
591005,11,1,,,4,148189,No oficial,2021,86,,,"735,79",2022-1S,2022-1S,1,1,2,2552,5238
591009,11,1,,,2,999993,No oficial,2021,50,,,"789,92",2022-1S,2022-1S,1,1,2,2552,5239
591017,11,1,,,3,062885,Oficial,2015,17,,,"857,79",2022-1S,2022-1S,1,1,2,2552,5240
591021,15,238,,,2,005090,No oficial,2021,43,,,"739,49",2022-1S,2022-1S,1,1,2,2552,5242
591025,13,1,,,3,004325,No oficial,2021,39,40,,"741,56",2022-1S,2022-1S,1,1,2,2552,5243
603219,11,1,,,2,054114,No oficial,2021,32,,,"570,148",2022-2S,2022-2S,1,1,12,2540,3955
591254,25,175,,,2,147025,No oficial,2018,28,,,"578,19",2022-1S,2022-1S,1,1,12,2540,3788
